ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,,,,false,,源类型=type:exeBC; 层级=0
2,旁白,hide,,,,是在外面继续追那个偷窥狂？但走廊里没有任何脚步声......把他们甩得太远？不，克拉克从不是那种喜欢独自冲锋，对同伴不管不顾的个人英雄主义者。,,,,,"源类型=type:txt_pb; 层级=1; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""大卫线"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
3,你,hide,,,,先别管这个，克拉克呢？怎么没见他回来。,,,,,源类型=type:txt_You; 层级=2
4,旁白,hide,,,,你的声音中混合着昏迷后的嘶哑与新加入的焦急，回荡在大卫耳边，让他原本锐利的眼神，片刻间暗淡了下去。,,,,,源类型=type:txt_pb; 层级=3
5,大卫,hide,David_worried,,,比你还糟......,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=4
6,旁白,hide,David_worried,,,他别过头，不再看你，但那咔咔作响的后槽牙，却将这四个字中隐含的忧虑和不甘清晰地流露在了这压抑的空气之中。你知道他的言外之意是什么，但这份启示背后的沉重分量，依旧像一块巨石般堵在你的心口。,,,,,源类型=type:txt_pb; 层级=5
7,大卫,hide,David_worried,,,别误会，我可没有因为你的突然晕倒而放任他一个人去追那鬼东西。,,,,,源类型=type:txt_David; 层级=6
8,旁白,hide,David_worried,,,大卫眼里闪过一丝寒光，你仿佛能从中窥见那场紧张追逐背后的神秘一角。,,,,,源类型=type:txt_pb; 层级=7
9,大卫,hide,David_worried,,,但当他冲入走廊尽头那扇小门的那一刻，门却自动在他身后关上了，把我像个傻子一样隔离在了另一边。,,,,,源类型=type:txt_David; 层级=8
10,大卫,hide,David_worried,,,等我使出吃奶的力气，好不容易把那破门撬开的时候，克拉克......连同那个小矮子，都跟插上翅膀似得，在楼道里蒸发了。我甚至检查了通风管道和天花板，连一丝拖拽的痕迹都没找到。,,,,,源类型=type:txt_David; 层级=9
11,旁白,hide,David_worried,,,大卫能提供的信息似乎已经到此为止，现在轮到你开口了。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=10
12,旁白,hide,,,,,,,,choice(询问当时有没有听到什么奇怪的动静|jump(13))&choice(谈及你方才的幻觉|jump(20)),源类型=type:selectBC; 层级=11
13,旁白,hide,,,,询问当时有没有听到什么奇怪的动静,,,,,源类型=type:txt_pb; 层级=12; tag=询问动静
14,你,hide,,,,那......你有没有在门后听到什么动静，例如他被抓走时发出的尖叫声之类的？,,,,,源类型=type:txt_You; 层级=13
15,大卫,hide,David_default,,,如果有叫声的话，我就不会称之为人间蒸发了。,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=14
16,旁白,hide,David_default,,,他思衬了片刻，就连空气中的灰尘都因这份沉默显得格外厚重,,,,,源类型=type:txt_pb; 层级=15
17,大卫,hide,David_default,,,不过......说起这个，我倒是在门关上的那一刻听到了一丝微弱的电流声，但这扇门没有通电，我一度怀疑是自己出现幻听了。,,,,,源类型=type:txt_David; 层级=16
18,旁白,hide,David_default,,,幻听这两个字，像一根冰冷的针，猛地刺入你尚未完全清醒的神经。你回想起那个军装男子低沉的声音，耳边挥之不去的噪音，以及那枚在黑暗中闪烁的白头鹰徽章。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=17
19,旁白,hide,,,,那些曾被认为是酒后迷乱的虚影，在共同幻觉的支撑下前所未有得真实。仿佛它们不再是可以随意丢弃的记忆的残余，而是某种隐晦且苛刻的预言，正沿着神经突触的纹路缓慢显影。,,,,,源类型=type:txt_pb; 层级=18
21,你,hide,,,,如果那不是幻听呢？,,,,,源类型=type:txt_You; 层级=19
22,旁白,hide,,,,你突然开口道,,,,,源类型=type:txt_pb; 层级=20
23,旁白,hide,,,,如果我说，我当时也听到了类似的声音，且在昏迷期间看到了一段更为详细的画面。你愿意相信我吗？,,,,,源类型=type:txt_pb; 层级=21
24,旁白,hide,,,,听到你这番话，他的瞳孔猛地收缩了一下，显然对你的情报产生了一丝兴趣,,,,,源类型=type:txt_pb; 层级=22
25,大卫,hide,David_default,,,......说来听听。,,,,"charfadein(L,1)&jump(57)",源类型=type:txt_David; 层级=23; gotomainline=57
20,旁白,hide,,,,谈及你方才的幻觉,,,,,源类型=type:txt_pb; 层级=12; tag=解释幻觉
50,旁白,hide,,,,你知道此刻多说无益，打算先冷静下来共享情报。,,,,,源类型=type:txt_pb; 层级=13
51,旁白,hide,,,,,,,,,源类型=type:exeBC; 层级=14
52,你,hide,,,,抱歉，是我在关键时刻又出现了幻觉。,,,,jump(57),"源类型=type:txt_You; 层级=15; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""告知"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}; gotomainline=57"
53,你,hide,,,,抱歉，我当时不知怎么的，突然就感到头痛欲裂，陷入了严重的幻觉。,,,,,"源类型=type:txt_You; 层级=15; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""隐瞒"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
57,你,hide,David_default,,,我看到一个身着军装的男人站在病床前，正与一位疑似医生的人交谈着什么。,,,,"charfadeout(L,1)",源类型=type:txt_You; 层级=16
58,旁白,hide,,,,你努力回想当时的细节，每一次搜集信息的尝试，都像是用一把带血的铲子在你的大脑里犁出一道新的沟壑。,,,,,源类型=type:txt_pb; 层级=17
59,你,hide,,,,那房间很亮，且医疗设备齐全，和这里残破的景象完全不同。但......,,,,,源类型=type:txt_You; 层级=18
60,旁白,hide,,,,你猛地望向四周，这里的陈设大多布满了厚厚的积尘，床单有被烈火灼烧的焦痕，就连墙角的无影灯玻璃罩也缺失了一大块。但唯独有一点——,,,,,源类型=type:txt_pb; 层级=19
61,你,hide,,,,唯独那房间门前的编号，与这间病房的编号格式完全一致。,,,,,源类型=type:txt_You; 层级=20
62,旁白,hide,,,,你的语气斩钉截铁，仿佛那并非一时幻觉，而是你在现实中亲眼所见。,,,,,源类型=type:txt_pb; 层级=21
63,你,hide,,,,你：我记得清清楚楚，那上面的编号是“B0—01”。,,,,"bgfade(sntzm_david1_63,1)",源类型=type:txt_You; 层级=22
64,旁白,hide,,,,大卫顺着你的目光瞥了眼门楣，褪色的金属牌上刻着“B2—07”的字样，虽然同你口中的具体数字有所不同，但二者的格式却是惊人的一致。,,,,"bgfade(sntzm_david1_64,1)",源类型=type:txt_pb; 层级=23
65,大卫,hide,David_default,,,这么一听，还真有点像那么回事......,,,,"charfadein(L,1)","源类型=type:txt_David; 层级=24; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""询问动静"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
