ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,,,,false,,源类型=type:exeBC; 层级=0
2,旁白,hide,,,,,,,,,源类型=type:exeBC; 层级=1
4,你,hide,,,,大卫是对的，我们刚刚看到的现象极有可能是亚波伦用让我们吸入致幻药物导致的幻觉，那股香甜的气味一开始就让我觉得不对劲。如果我们对外界的感知是被有意塑造的，那么跟着那只飞蛾也许才是正确的做法。,,,,jump(6),"源类型=type:txt_You; 层级=2; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""无视飞蛾（克拉克）"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}; gotomainline=6"
5,你,hide,,,,大卫是对的，我们现在可是在亚波伦的梦里，医院随着他的死而坍塌便是最好的证明。以这家伙的性格，很可能故意在梦中提供一条错误的出路，在我们自以为踏出医院的那一刻反手带给我们最深的绝望。,,,,,"源类型=type:txt_You; 层级=2; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""无视飞蛾（大卫）"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]},{""sortnum"":""2"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""立刻离开"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
6,旁白,hide,,,,你把光圈移向路口左侧，周围的空气还残留着那只飞蛾经过时落下的荧白色粉末，沿着手电光照亮的方向一路延伸至拐角，仿佛一只看不见的手在悬浮的尘埃中勾描出的一根白色箭头。,,,,"bgfade(sntzm_gy(2)_6,1)",源类型=type:txt_pb; 层级=3
7,你,hide,,,,我们往左边走，去有光的地方，看看那只一直试图引导我们的飞蛾这次会把我们带向何处。,,,,,源类型=type:txt_You; 层级=4
8,克拉克,hide,Clark_default,,,可飞蛾本身也有可能是亚波伦制造的幻觉的一部分。,,,,"charfadein(L,1)",源类型=type:txt_Clark; 层级=5
9,旁白,hide,Clark_default,,,克拉克叹了口气，他的辩驳因为音量的微弱而显得有些无力。因为他知道，无论你还是大卫都绝非那种会轻易改变自己决定的类型。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=6
10,大卫,hide,David_default,,,好了，别倔了。再纠结下去后面的东西可就要追上来了。,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=7
11,旁白,hide,David_default,,,他伸手指了指身后缓慢蠕动的黑暗，它们的前进速度在1层的楼梯口处已经显著放缓，似乎被一股无形的力量拦住了去路。不过它仍在推进，以约一毫米每秒的速率吞没前方万物，迫使你们不敢在无谓的争执上虚耗光阴。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=8
