ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,当车门打开的刹那，阴冷的山风立刻灌了进来，带着山间特有的潮湿，以及一丝若有若无的、类似消毒水和腐朽木头混合的味道，让你不禁打了个寒颤。,,suspense-tensions,false,"bgfade(sntzm_main2_1,1)&unlockscene(main2_1)&unlockmusic(Music3)",源类型=type:txt_pb; 层级=0
2,克拉克,hide,Clark_default,,,我们拿到东西就赶紧撤离，尽量不要在里面逗留太久。,,,,"charfadein(L,1)",源类型=type:txt_Clark; 层级=1
3,旁白,hide,Clark_default,,,说着，他麻利地拉开后背箱，将装有电筒和配枪的提包丢到你们手里。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=2
4,旁白,hide,,,,当你打开它的刹那，一股灼热的刺痛感顿时如过电般窜入你的头颅，你的视线像是被烤熟了似的，投射出一幕幕扭曲、怪诞景象.....,,,,,源类型=type:txt_pb; 层级=3
5,旁白,hide,,,,你用力眨了眨眼，试图驱散这突如其来的眩晕，指尖却在触碰到手电冰冷的金属外壳时，感受到一阵熟悉的、令人心悸的震颤。,,,,,源类型=type:txt_pb; 层级=4
6,旁白,hide,,,,几乎只有一瞬，你仿佛看到提包里的工具出现了一片清晰的重影——配枪变为了一只盛着透明液体的注射器，而手电则化作了一台亮银色的翻盖摄像机。,,,,,源类型=type:txt_pb; 层级=5
7,旁白,hide,,,,枪身与针筒交叠，灯泡与镜头相映，冰冷的金属触感突然变得温热，仿佛下一秒就要有粘稠的液体顺着漆灰的枪口滴落出来。,,,,,源类型=type:txt_pb; 层级=6
8,旁白,hide,,,,你猛地抽回手，心脏在胸腔里擂鼓般跳动。刚才那幻觉太过真实，真实到让你怀疑自己是不是还没从宿醉中清醒。,,,,,源类型=type:txt_pb; 层级=7
9,旁白,hide,Clark_default,,,克拉克已经背起背包，率先踏上了通往医院大门的碎石路。他的步伐稳健，山地鞋踩在焦黑的木板上发出“嘎吱”的声响，在这死寂的环境里显得格外突兀。,,,,"charfadein(L,1)&charmove(L,200,-100,2)&charfadeout(L,1)",源类型=type:txt_pb; 层级=8
11,旁白,hide,David_default,,,大卫也紧随其后，嘴里叼着根没点燃的烟，眉头紧锁地打量着眼前破败的建筑，手指无意识地摩挲着腰间的警棍。,,,,"charfadein(L,1)&charmove(L,200,-100,2)&charfadeout(L,1)",源类型=type:txt_pb; 层级=9
12,旁白,hide,,,,两人似乎都没有察觉到你身上的异常，此刻你打算？,,,,,源类型=type:txt_pb; 层级=10
13,旁白,hide,,,,,,,,choice(告知|jump(14))&choice(隐瞒|jump(15)),源类型=type:selectBC; 层级=11
14,旁白,hide,,,,告知,,,,,源类型=type:txt_pb; 层级=12; 选项/备注=或许是重要情报; tag=告知
16,旁白,hide,,,,身为探员的机警，让你不愿相信世间世间存在任何巧合，哪怕这只是一次醉宿后小小的幻觉。,,,,,源类型=type:txt_pb; 层级=13
17,你,hide,,,,等下，刚才我有些头晕。,,,,,源类型=type:txt_You; 层级=14
18,旁白,hide,,,,你如实将刚才身体的不适以及在幻境中看到的景象告知了你的两位同伴，哪怕可能遭到他们的嘲笑，但万一这和医院里的某种设备存在关联呢？说不定这种情况后面还会发生。,,,,,源类型=type:txt_pb; 层级=15
19,旁白,hide,,,Clark_default,克拉克率先转过身来，关切地注视着你。紧接着，他拿出辐射检测仪测了测周围的空气，看着上面的读数，眉头微微皱起,,,,"charfadein(R,1)&charflip(R,left)&charmove(R,-600,-250,2)",源类型=type:txt_pb; 层级=16
20,克拉克,hide,Clark_default,,,这附近的辐射值的确略高于平常水准，但幅度很小，应该不足以引起任何的不适反应。,,,,"charflip(L,right)",源类型=type:txt_Clark; 层级=17
21,旁白,hide,Clark_default,,,相比之下，大卫的态度要直率得多。只见他三两步走到你身边，从背后一把箍住你的脖子。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=18
22,旁白,hide,,David_default,,这是在学院里练习过无数次的动作。在你们还互看不顺眼的那段日子里，他曾经认真考虑过用这招让你“意外摔下楼梯”。,,,,"charfadein(M,1)&charmove(M,0,-300,1)&charscale(1.5,1)",源类型=type:txt_pb; 层级=19
