ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,铁盒内的机械心脏轻微搏动了一下，将你从短暂地失神中拉回到当下。你迅速坐进自己的舱体，戴上头盔，把视线连通不舍的情绪一并收束回了心底柔软的角落。,,,false,"bgfade(sntzm_truth(2)_1,1)",源类型=type:txt_pb; 层级=0
2,旁白,hide,,,,手指在舱壁内侧摸索了几下，很快找到了盖曼所说的那个红色按钮。它很小，嵌在金属内壁的凹槽里，和手术室中亚波伦为你们准备的按钮颇有有几分相似。,,,,,源类型=type:txt_pb; 层级=1
3,旁白,hide,,,,它们一个是用来夺走生命，一个是用来拯救生命。如今经历的这一切的你，已经能清晰地分辨出二者的不同。,,,,,源类型=type:txt_pb; 层级=2
4,旁白,hide,,,,你把拇指放在按钮上，然后缓缓闭上了双眼。,,,,,源类型=type:txt_pb; 层级=3
5,旁白,hide,,,,——姐姐——,black,,,,源类型=type:txt_pb; 层级=4
6,旁白,hide,,,,她的笑脸在你纷乱的思绪中一闪而过。你想起她倒下时手里攥着的那张照片，那张记录着死者微笑的照片。,,,,,源类型=type:txt_pb; 层级=5
7,旁白,hide,,,,她追着真相一直跑到最后一刻，跑到自己再也跑不动为止。你现在明白了，那些她追着的东西，那些她不肯放下的东西，现在也以更加沉重的形式缠在了你身上。,,,,,源类型=type:txt_pb; 层级=6
8,旁白,hide,,,,你深吸一口气，在心里和她说了一句“等我”，随即便在烈焰吞噬舱体的前一刻重重地按下了那枚红色的按钮。,,,,,源类型=type:txt_pb; 层级=7
9,旁白,hide,,,,“啪嗒——”,,,,,源类型=type:txt_pb; 层级=8
10,旁白,hide,,,,造梦舱的启动提示音在意识深处响起，周遭的火光、灰烬、还有那道永远定格在火光里的轮廓，都随着空间崩塌逐渐融入深邃的黑暗。,,,,,源类型=type:txt_pb; 层级=9
11,旁白,hide,,,,你的意识像一块石头落入深海，在重力的拉扯下不断下坠——无数只气泡从你耳侧飞速掠过，每一次破裂都会从中流出一段熟悉而陌生的画面。,,,,"bgfade(sntzm_truth(2)_11,1)&playsfx(WaterSplash)",源类型=type:txt_pb; 层级=10
12,旁白,hide,,,,你小时候趴在父亲背上数他军装肩章上的五角星、姐姐偷偷帮你把不及格的试卷改成满分、母亲在你睡觉前总会给你讲述那个飞蛾扑火的故事。直到姐姐不在了的那一天......,,,,,源类型=type:txt_pb; 层级=11
13,旁白,hide,,,,她的记者证像一本生平摊开在冰冷的解剖台上，上面还沾着从现场带回来的、已经凝结成深褐色的血点，照片上她眉眼弯着，笑得像一个温暖的太阳。你曾经无数次对着这张证件发呆，埋怨她为什么不肯多等你一等——,,,,"bgfade(sntzm_truth(2)_13,1)",源类型=type:txt_pb; 层级=12
14,旁白,hide,,,,要是能等到你早点长大，等到你成长到足以和她并肩，或许就能拉住她走向悬崖的脚步？,,,,,源类型=type:txt_pb; 层级=13
15,旁白,hide,,,,这个想法扎了根似的留在你心底，每每当你做起关于姐姐的梦，都会梦到已经成为大人的自己冲过去拉住她的衣袖，问她为什么要一个人扛下所有，为什么不肯等你长大，为什么要把所有黑暗都挡在外面？,,,,,源类型=type:txt_pb; 层级=14
16,旁白,hide,,,,这个梦一做就是8年。,,,,,源类型=type:txt_pb; 层级=15
17,旁白,hide,,,,在这8年里，父母像守护心肝宝贝一样把你护在身边，以往任由你骑车回家的小路，被父亲早早下班接送的大路取代，客厅里再也看不到你和姐姐抢零食吃的狼藉，母亲也不再和你讲那个飞蛾扑火的故事。,,,,,源类型=type:txt_pb; 层级=16
