ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,,,,false,,源类型=type:exeBC; 层级=0
2,你,hide,,,,那我们该怎么做？,,,,,源类型=type:txt_You; 层级=1
5,旁白,hide,,,,你率先开口打破了房间里凝固的沉默，指尖抵着额头消化了好半天，才勉强把铺天盖地的震惊压回胸口。,,,,,源类型=type:txt_pb; 层级=2
6,你,hide,,,,既然纳丁达克想要从你这里拿走盖亚之心，我们为什么不直接将其摧毁？,,,,,源类型=type:txt_You; 层级=3
7,旁白,hide,,,,说着，你举起配枪，枪口牢牢对准培养罐里搏动的心脏。,,,,,源类型=type:txt_pb; 层级=4
8,盖曼,hide,Gaiman_default,,,不，你现在看到的并不是真正的盖亚之心。那只是个被制作出来的赝品。它是造梦设备早期型号里的一段错误代码包装成的东西。,,,,"charfadein(L,1)",源类型=type:txt_Gaiman; 层级=5
9,盖曼,hide,Gaiman_default,,,如果有人把它带回现实，在造梦设备读取它的刹那，它会反向侵入医院的供电网络让整个医院陷入全面断电。所有还在运转的造梦设备、所有还在梦境中的病人和实验体——都会在那一瞬间被强制唤醒。,,,,,源类型=type:txt_Gaiman; 层级=6
10,旁白,hide,Gaiman_default,,,他转过脸，目光先后落在你们三个人身上，声音里没有骄傲，只是平静地陈述。,,,,,源类型=type:txt_pb; 层级=7
11,盖曼,hide,Gaiman_default,,,……这不是完美的解决方案。它不能摧毁公司，甚至会放出一些失控的患者，但这是曝光纳丁达克罪行的唯一机会，而且也能解救一些被囚禁的病人。,,,,,源类型=type:txt_Gaiman; 层级=8
12,大卫,hide,Gaiman_default,,David_default,所以，这就是你的计划？让我们这群被利用的棋子捧着一个礼物盒给纳丁达克带回去，等他们拆开，发现里面是一颗已经点燃的炸弹？,,,,"parallel(charfadein(R,1);charfadeout(L,1))",源类型=type:txt_David; 层级=9
13,旁白,hide,,,David_default,大卫挑了挑眉，原本拧成一团的眉头稍稍舒缓松了几分。这份放松不止是基于眼下还留有能返回现实的方法，更因为这个方法能让那群自以为是的人渣付出意想不到的代价。,,,,"charfadeout(R,1)",源类型=type:txt_pb; 层级=10
14,盖曼,hide,Gaiman_default,,,你可以这么理解，但我并不能保证这颗炸弹能百分百生效。因此，为了避免真正的盖亚之心落入纳丁达克的手里，你们还需要做一件事。,,,,"charfadein(L,1)",源类型=type:txt_Gaiman; 层级=11
15,旁白,hide,Gaiman_default,,,他抬手指向自己胸口的位置，那只飞蛾正安静地停在他的指节上，翅膀微微合拢，像一片折叠起来的信纸。 ,,,,,源类型=type:txt_pb; 层级=12
16,盖曼,hide,Gaiman_default,,,我希望你们能在这里结束我的生命。,,,,,源类型=type:txt_Gaiman; 层级=13
17,旁白,hide,Gaiman_default,,,众人的呼吸骤地冻在了原地，连培养罐内心脏规律的搏动也跟着顿住，仿佛被死亡掐住了血管。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=14
18,旁白,hide,,,,但他的话语没有停下，就像一盘正在播放遗言的录音带，按键里没有暂停的选项。,,,,,源类型=type:txt_pb; 层级=15
19,盖曼,hide,Gaiman_default,,,因为只要我还活着，盖亚之心就始终存在于这颗大脑内，也就存在被人抢走的风险，这一点你们应该十分清楚。,,,,"charfadein(L,1)",源类型=type:txt_Gaiman; 层级=16
20,旁白,hide,Gaiman_default,,,他的视线越过你们，落在房间深处那三台静默的造梦设备上：,,,,,源类型=type:txt_pb; 层级=17
21,盖曼,hide,Gaiman_default,,,这三台设备就是返回现实世界的节点，也是你们在现实里身体躺卧的地方。,,,,,源类型=type:txt_Gaiman; 层级=18
22,你,hide,Gaiman_default,,,你想拿自己的命堵死梦境的入口，把盖亚之心永远封锁在里面？,,,,"charfadeout(L,1)",源类型=type:txt_You; 层级=19
23,旁白,hide,,,,盖曼没有否认，但也没有点头。只是将那只飞蛾轻轻放在自己的心口，翅膀上那层细腻的灰白色鳞粉瞬间在灯光下泛起一阵细碎的光。,,,,"loadScript(sntzm_gy(s1), 49)",源类型=type:txt_pb; 层级=20; gotomainline=盖亚之心（索菲亚线上）_49
24,旁白,hide,,,,但他的思绪很快断在这里，断在了盖曼义无反顾的死亡预告之上。,,,,,源类型=type:txt_pb; 层级=21
25,盖曼,hide,Gaiman_default,,,现在，你们知道理由了。盖亚之心在我梦境的意识之内，在目睹自己的技术被滥用带来的恶果后，我决定带着它一起迎来永远的长眠......这也是我，作为这项技术的创造者，所能做出的最后忏悔和赎罪。,,,,"charfadein(L,1)",源类型=type:txt_Gaiman; 层级=22
26,旁白,hide,Gaiman_default,,,当赎罪二字落下的那一刻，大卫的瞳孔不露声色地收缩了一下。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=23
27,旁白,hide,,,,,,,,,源类型=type:exeBC; 层级=24
28,旁白,hide,,,,和从始至终都知道自己在做些什么的盖曼不同，当他在电刑椅上被亚波伦细数那些自己曾经犯下的过错——那些为了名利所进行的不实宣传，为了高额酬金而撒下的谎言。以及因为这些谎言而被毁掉整个人生的阿兰.斯科特。,,,,,"源类型=type:txt_pb; 层级=25; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""无视飞蛾（克拉克）"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
30,旁白,hide,,,,浮现于脑海中的却只剩下被纳丁达克洗去记忆后的，迷迷糊糊的负罪感。他不知道那些罪行是何时发生的、不知道犯下罪行的自己是否还有资格成为身旁两人的同伴、更不知道赎罪二字对于自己而言，是否已经太迟。,,,,jump(32),源类型=type:txt_pb; 层级=26; gotomainline=32
29,旁白,hide,,,,和从始至终都知道自己在做些什么的盖曼不同，当他在B313房间里找到那盘记录着自己和阿兰过往恩怨的磁带，当他在亚波伦面前被提及那些自己不敢直面的往事时。,,,,,"源类型=type:txt_pb; 层级=25; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""无视飞蛾（大卫）"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]},{""sortnum"":""2"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""立刻离开"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
31,旁白,hide,,,,浮现于脑海中的却只剩下被纳丁达克洗去记忆后的，迷迷糊糊的负罪感。他不知道那些罪行是何时发生的、不知道犯下罪行的自己是否还有资格成为身旁两人的同伴、更不知道赎罪二字对于自己而言，是否已经太迟。,,,,,源类型=type:txt_pb; 层级=26
32,你,hide,,,,你确定要这么做吗？,,,,,源类型=type:txt_You; 层级=27
33,盖曼,hide,Gaiman_default,,,对我来说，这也是一种解脱。,,,,"charfadein(L,1)",源类型=type:txt_Gaiman; 层级=28
34,旁白,hide,Gaiman_default,,,他将手伸入培养罐一侧的检修口，手掌穿过微微晃动的浅黄色液面，取出那颗包裹在薄薄一层透明膜中的机械心脏。,,,,"charfadeout(L,1)&bgfade(sntzm_gy(s2)_1,1)",源类型=type:txt_pb; 层级=29
35,旁白,hide,,,,它的搏动在失去电流供给的那一刻凝固了下来，正如盖曼的生命——在离开囚笼，便意味着走到终点。,,,,,源类型=type:txt_pb; 层级=30
36,旁白,hide,,,,身为一件没有生命的工具，一个没有承载任何信念的伪物，其最终的使命只有破坏——将那些蜷缩在现实里的始作俑者，拖入由他们亲手缔造的无边黑暗。,,,,,源类型=type:txt_pb; 层级=31
37,盖曼,hide,,,,把它带回去，这是我们唯一的机会了。,,,,,源类型=type:txt_Gaiman; 层级=32
38,旁白,hide,,,,他从培养罐侧面的卡槽里取出一只巴掌大的金属盒——表面没有漆，哑光银色，握在手里很轻，几乎感觉不到重量——那颗心脏在接触盒盖的瞬间融了进去，仿佛二者原本就互为一体。,,,,"bgfade(sntzm_gy(s2)_4,1)",源类型=type:txt_pb; 层级=33
39,旁白,hide,,,,你小心翼翼地接过那只金属盒，指尖触到冰凉的表面时，隐约感觉到盒壁里有一阵极微弱的、像是心跳的振动，非常短暂，随即消逝。 ,,,,,源类型=type:txt_pb; 层级=34
40,旁白,hide,,,,盖曼收回手，整了整那件已经看不出原本颜色的白大褂的领口。他的手里终于已经没有任何需要托付的东西了。,,,,,源类型=type:txt_pb; 层级=35
41,盖曼,hide,Gaiman_default,,,来吧，谁都好。结束这场噩梦吧。,,,,"charfadein(L,1)",源类型=type:txt_Gaiman; 层级=36
42,旁白,hide,Gaiman_default,,,你看着他坦然走向房间正中央那根已经斑驳的承重柱，后背靠着冰凉的石壁站定，双臂舒展，像是在向整个世界张开怀抱。,,,,"charfadeout(L,1)&bgfade(sntzm_gy(ns2)_42,1)",源类型=type:txt_pb; 层级=37
43,旁白,hide,,,,三只枪口悬在半空，任谁都没能率先打破沉默。空气里只剩下所有人粗重又紧绷的呼吸，盖曼坦然的目光扫过你们每一个人，脸上没有丝毫惧色，只有如释重负的平静。,,,,,源类型=type:txt_pb; 层级=38
44,旁白,hide,,,,许久，克拉克缓缓走到了前面，那个一向最在意原则和底线的，即便只是存在于“梦境设定”中的FBI警员，在虚幻与现实，善与恶的边界之间毅然举起了手中的枪口。,,,,,源类型=type:txt_pb; 层级=39
45,旁白,hide,,,,不为遵守哪条规则，不为践行哪条法律，只为给所有被囚困在这场实验里的无辜者，也给尽到一切责任，想要赎罪和解脱的盖曼，一个早该得到的安眠。,,,,,源类型=type:txt_pb; 层级=40
46,克拉克,hide,Clark_default,,,还有什么要说的吗？,,,,"charfadein(L,1)",源类型=type:txt_Clark; 层级=41
47,旁白,hide,Clark_default,,,盖曼闻言沉思了片刻，他脸上那抹本已放下的淡然逐渐褪去，取而代之的是一种难以言说的酸楚，仿佛失约了一场重要的舞会，不是因为自己无力去赴约，而是那名舞伴在邀请函发出前就已经迷失在了漫漫长夜之中。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=42
48,盖曼,hide,,,,本来有话想带给自己的一位学生，但她现在已经没办法醒来了，只有等我下去后亲自给她说。所以......不如问你们，还有什么想要问的。,,,,,源类型=type:txt_Gaiman; 层级=43
49,大卫,hide,David_default,,,我有！,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=44
50,旁白,hide,David_default,,,一丝焦急混着久积的沉郁从大卫话音浅浅地里溢出来，像一个于时无多的病人，试图在最后时刻再完成些什么，或者说......尝试挽留些什么。,,,,,源类型=type:txt_pb; 层级=45
51,大卫,hide,David_default,,,在现实里，我们三个......还是兄弟吗？你说我们FBI的身份和记忆都是伪造的，那些一起在任务中出生入死、在宿舍里分享同一包压缩饼干的日子。我怕在醒来的那一刻就全部忘掉，像是大梦一场。,,,,,源类型=type:txt_David; 层级=46
52,旁白,hide,David_default,,,克拉克握枪的手指僵住了，连同你护着铁盒子的整条手臂都同时感到了一阵莫名的悸动。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=47
53,旁白,hide,,,,所有人的目光都聚焦在这张发问的面孔上，没人再去想什么阴谋，什么盖亚之心，只有这份在虚幻梦境里攒出来的情谊，无论它来自何处，都足以穿越时间、穿越现实与幻梦间的界限，触及到你们内心最柔软的角落。,,,,,源类型=type:txt_pb; 层级=48
54,旁白,hide,,,,盖曼望着三个紧绷着脊背的年轻人，目光里漫开一层柔和的水汽。他沉默了很久，像是在脑中翻阅一本记录了无数人生的剧本。,,,,,源类型=type:txt_pb; 层级=49
55,旁白,hide,,,,直到从中找到对应的那一页，这才轻轻笑了起来。那笑容里没有之前藏在平静下的疏离与试探，只有理解。,,,,,源类型=type:txt_pb; 层级=50
56,盖曼,hide,,,,你们之间的联结从来不是那些伪造的身份和履历，而是你们并肩走过的每一步、一起扛过的每一次危机。它们不是仅靠机器就能凭空编造的虚假片段，而是建立在你们现实里已有情谊的基础上就地加工的。,,,,,源类型=type:txt_Gaiman; 层级=51
57,盖曼,hide,,,,也就是说，现实里这份情谊不仅存在，而且会比梦境中经过加工的关系更加深厚。就像你们在楼梯上看到的记忆残片，那是一种可以彼此托付生命的珍贵友谊，来自三个勇敢、正直，又带着点冒进的年轻记者。,,,,,源类型=type:txt_Gaiman; 层级=52
58,你,hide,,,,记者？,,,,,源类型=type:txt_You; 层级=53
59,旁白,hide,,,,你的灵魂因这个词的出现再次驻足了片刻，以一种来自过去的视角重新审视着你的一切。,,,,,源类型=type:txt_pb; 层级=54
60,旁白,hide,,,,“配枪变成针筒，手电化为相机。”这份在下车时一闪而过的画面此刻在你的意识中再度成型，裹着福尔马林的刺鼻药水味晕成一块纠缠不清的模糊色块。,,,,,源类型=type:txt_pb; 层级=55
61,盖曼,hide,,,,这是我能从盖亚之心的记录中查找到的唯一信息——三个带着受害者家属委托的调查记者，为了挖掘非法人体实验的黑料，偷偷潜入圣诺汀医院进行拍摄，搜集一手资料。,,,,,源类型=type:txt_Gaiman; 层级=56
62,旁白,hide,,,,他低下头，看着自己拖在地上的影子，以阅读一份记录般的语调，轻声补上未说完的话：,,,,,源类型=type:txt_pb; 层级=57
63,盖曼,hide,,,,那时候的医院已经归纳丁达克掌握，作为难得的、没有患有精神疾病且长期处于健康状态的实验素材，他们当然不会放过这个把你们利用得一干二净的机会。你们的命运就是自那时起被人扭曲的，就像扑火的飞蛾。,,,,,源类型=type:txt_Gaiman; 层级=58
64,旁白,hide,,,,盖曼话音落下，房间再次陷入死一般的沉寂，只有培养罐里微微晃动的浅黄色液面，还在为这场发生在现实中的悲剧默默叹息。,,,,,源类型=type:txt_pb; 层级=59
65,旁白,hide,,,,直到一声清脆水响从容器中传出，像是沉下了他心中的最后一块石头。盖曼这才重新扬起头，不再拖延地往前一步，坦然迎上了死神的枪口。,,,,"bgfade(sntzm_gy(ns2)_65,1)",源类型=type:txt_pb; 层级=60
66,盖曼,hide,,,,我们都是扑火的飞蛾，亚当。直到生命燃尽的最后一刻，也要拼尽一切地在黑暗中寻求光明。,,,,,源类型=type:txt_Gaiman; 层级=61
67,盖曼,hide,,,,现在......是我以身饲火，为你们开路的时候了。,,,,,源类型=type:txt_Gaiman; 层级=62
68,旁白,hide,,,,像是回应他的话一般，那只灰白的飞蛾突然从他掌中冲天而起，朝着头顶暖黄的光源不顾一切地飞去。,,,,"bgfade(sntzm_gy(ns2)_68,1)",源类型=type:txt_pb; 层级=63
69,旁白,hide,,,,磷粉随着翅膀的抖动在光柱里簌簌抖落，像一场送葬的雪，把枪声和死亡埋在了一片细碎的白光里。,,,,,源类型=type:txt_pb; 层级=64
70,旁白,hide,,,,盖曼的身体向后倒去，像是一本被合上的书，封面朝上。,,,,,源类型=type:txt_pb; 层级=65
71,旁白,hide,,,,一朵深色的血花在他的胸膛上缓缓绽开，为这片苍白的天地涂上了一层迟到的绯红。,,,,"bgfade(sntzm_gy(ns2)_71,1)",源类型=type:txt_pb; 层级=66
72,旁白,hide,,,,那只飞蛾一头撞在头顶的灯泡上，在半空中不甘地拍动了几下翅膀，顺着光柱缓缓飘落，最后落在盖曼摊开的掌心。,,,,"bgfade(sntzm_gy(ns2)_72,1)",源类型=type:txt_pb; 层级=67
73,旁白,hide,,,,灰白的色泽从它身上慢慢淡去，翅膀上的微光化作几颗闪烁的火星，像它生前曾触碰到那份光的某种证明，一点点融进那片还带着余温的绯红里。,,,,,源类型=type:txt_pb; 层级=68
74,旁白,hide,,,,火焰燃烧起来，从赴死之人的血液中升腾，先是吞掉了那片柔软的鳞翅，然后又裹着飞蛾消散的微光舔过盖曼的衣襟。,,,,"bgfade(sntzm_gy(s2)_17,1)",源类型=type:txt_pb; 层级=69
75,旁白,hide,,,,它的延伸速度并不慢，却带着一种克制的温柔，努力地避开房间内的每一个仍在呼吸的生命。,,,,,源类型=type:txt_pb; 层级=70
76,旁白,hide,,,,克拉克扣动扳机的手指还在微微发抖，滚烫的弹壳从枪膛里弹落，像一个失去降落伞的伞兵，随着一条生命的消逝轰然坠落在地，在死一般寂静中撞出悠长的回音。,,,,,源类型=type:txt_pb; 层级=71
