ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,亚波伦,hide,Abaddon_default,,,好了......,,,false,"charfadein(L,1)",源类型=type:txt_Abaddon; 层级=0
2,旁白,hide,Abaddon_default,,,身着破旧白大褂的恶魔做出一个拍手的动作，两条手臂在绳子的束缚下牢牢固定于两侧，无法合拢的两掌间仿佛隔着一道永不闭合的天堑。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=1
3,亚波伦,hide,Abaddon_default,,,我已经让阿兰先生提前在门口等着了，如果它按捺不住性子想要提前进来的话......,,,,"charfadein(L,1)",源类型=type:txt_Abaddon; 层级=2
4,亚波伦,hide,Abaddon_default,,,那面临生死考验的可就不止是我和克拉克两人了，你说对吧，梅森探员。,,,,,源类型=type:txt_Abaddon; 层级=3
5,旁白,hide,Abaddon_default,,,大卫站在你身侧，枪口垂着，你能感觉到他整个人的重心正慢慢前移，却看不见他埋在阴影中的脸，正在经历怎样复杂的心理斗争。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=4
6,旁白,hide,,,,恐惧、愤怒、怀疑以及逐渐丧失的耐心，正像不同口味的毒药在你们的血管里搅拌，在当下每一秒无数个转瞬即逝的刹那中，你都迫切想冲向右侧的按钮，按下那个能让这只吵闹不堪的恶魔彻底噤声的开关。,,,,,源类型=type:txt_pb; 层级=5
7,你,hide,,,,也许我应该现在就按下去，让你立刻毙命当场。,,,,,源类型=type:txt_You; 层级=6
8,旁白,hide,,,,你恶狠狠地瞪了他一眼，不带任何伪装地丢给他一个压满愤怒的警告。,,,,,源类型=type:txt_pb; 层级=7
9,你,hide,,,,无论你到底是不是盖曼本人，你现在正在做的事情，都已经构成对警员生命的威胁，无论是借助子弹还是电刑椅，我都有充分的理由解决你这个威胁。,,,,,源类型=type:txt_You; 层级=8
10,亚波伦,hide,Abaddon_default,,,同时也解决了最为关键的证人。,,,,"charfadein(L,1)",源类型=type:txt_Abaddon; 层级=9
11,旁白,hide,Abaddon_default,,,亚波伦充满恶趣味地补充道。,,,,,源类型=type:txt_pb; 层级=10
12,亚波伦,hide,Abaddon_default,,,如果我死了，你们还怎么完成任务？谁来告诉你们盖亚之心在哪儿？还有你们被人篡改的那段过去......你的姐姐是怎么死的，还有梅森探员曾经到底对阿兰先生做过什么......对此你们不会一点兴趣都没有吧。,,,,,源类型=type:txt_Abaddon; 层级=11
13,你,hide,Abaddon_default,,,！,,,,"charfadeout(L,1)",源类型=type:txt_You; 层级=12
14,旁白,hide,,,,你攥紧了拳头，指节因为过度用力挤压出泛白的青色。你清楚他并未说谎，仅凭随口透露的只言片语，便已精准刺中你们内心最敏感的禁区。,,,,,源类型=type:txt_pb; 层级=13
15,旁白,hide,,,,但这也是眼下最令人纠结的现实——一个疯子，手里却掌握着所有人都想要知道的真相和秘密，而现在他却以此为筹码，把这一切和你们最重要的朋友的生命放置于天平的两端。,,,,,源类型=type:txt_pb; 层级=14
16,旁白,hide,,,,看着你布满血丝的双眼，亚波伦满足地靠在了并不柔软的椅背上，这份纠结和迟疑对此刻的他而言无疑是临走前最为美丽的景色。只有当天平的两端足够平衡，欣赏其中一边坠落的感觉才越是令人回味。,,,,,源类型=type:txt_pb; 层级=15
17,亚波伦,hide,Abaddon_default,,,眼神不错，亚当。我现在可算理解纳丁达克的人当初为何如此执着于剖开盖曼的脑子了，你现在也是一样对不对？巴不得往我的脑子里放进三只电极，好把这些藏在褶皱里的秘密都一根根勾出来。,,,,"charfadein(L,1)",源类型=type:txt_Abaddon; 层级=16
18,大卫,hide,Abaddon_default,,David_bandage,少在那里废话，赶紧把你知道的都乖乖交代出来，否则我们就当你是在故弄玄虚。充胖子唬人！,,,,"parallel(charfadeout(L,1);charfadein(R,1))",源类型=type:txt_David; 层级=17
19,旁白,hide,,,David_bandage,话音未落，一阵金属与肉体的沉闷碰撞应声响起，来源正是那扇你们进来时随手带上的，现在正隔着一层薄薄的铁皮与阿兰.斯科特对峙的门，仿佛一种刻意的示威——用切实的力量嘲讽着大卫不堪一用的威胁。,,,,"charfadeout(R,1)&bgfade(sntzm_david4F(4)_19,1)&shake(screen,0.5,10)",源类型=type:txt_pb; 层级=18
20,亚波伦,hide,Abaddon_default,,,你们没有任何刻意威胁我的筹码，无论是身体，还是心理。你们甚至都没办法在短时间内破坏我们之间的这扇上锁的门。,,,,"charfadein(L,1)",源类型=type:txt_Abaddon; 层级=19
21,亚波伦,hide,Abaddon_default,,,而我，只需要一个最简单的指令，就能让门外摩拳擦掌的怪物进来结束这个我随时可以喊停的游戏。,,,,,源类型=type:txt_Abaddon; 层级=20
22,亚波伦,hide,Abaddon_default,,,梅森探员，你对阿兰·斯科特做过的事，他可是记得一清二楚。你觉得他会花多少时间去辨认你们的面孔？还是说，他会直接撕开那道门——直奔他的‘老朋友’而来？,,,,,源类型=type:txt_Abaddon; 层级=21
23,旁白,hide,Abaddon_default,,,亚波伦舒展了一下僵硬的四肢，脸上那抹恶意的笑容反而越发灿烂，早已吃准了你们投鼠忌器的困境。,,,,,源类型=type:txt_pb; 层级=22
24,亚波伦,hide,Abaddon_default,,,所以，别再浪费时间了，亲爱的探员们。还有最后5分钟不到，劝你们趁早放弃那些不切实际的幻象，好好掂量一下自己到底要怎么选——,,,,,源类型=type:txt_Abaddon; 层级=23
25,亚波伦,hide,Abaddon_default,,,是亲密的战友，还是一切的真相和秘密。从价值的角度出发，比起旁边这个早就已经被榨干了价值的愚蠢探员，我脑子里的这些秘密足以你们让纳丁达克周一的市值像坠落的火箭般跌入谷底。,,,,,源类型=type:txt_Abaddon; 层级=24
26,亚波伦,hide,Abaddon_default,,,那将间接挽救多少无辜的受害者，又能让多少被掩埋的真相重见天日。这笔账，不用我帮你们算吧？,,,,,源类型=type:txt_Abaddon; 层级=25
27,旁白,hide,Abaddon_default,,,,,,,"charfadeout(L,1)",源类型=type:exeBC; 层级=26
28,你,hide,,,,所以你是要把这一切的罪责都归因于纳丁达克吗？,,,,,"源类型=type:txt_You; 层级=27; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""端详飞蛾（大卫）"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
