ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,,,,false,,源类型=type:exeBC; 层级=0
2,旁白,hide,,,,你来不及多想，整个人朝索菲亚的方向扑了过去，指尖几乎够到了她白大褂的衣角。,,,,,源类型=type:txt_pb; 层级=1
4,旁白,hide,,,,但子弹却快你一步，裹着充满恶意的灼热气浪径直击穿了她的肩膀。你听见布料被撕裂的声音和一声被咬碎在齿间的闷哼同时响起，紧接着那身沾了血的白大褂就随着她身体失重下坠，在你眼前铺展成一片刺目的红云。,,,,"bgfade(sntzm_truth(1)_4,1)",源类型=type:txt_pb; 层级=2
5,你,hide,,,,索菲亚！,,,,,源类型=type:txt_You; 层级=3
6,旁白,hide,,,,你喊了一声，脚步还没站稳，枪声便再次从你身后响起。,,,,,源类型=type:txt_pb; 层级=4
7,旁白,hide,,,,第二颗子弹打偏了。大卫的左手以一个完全不符合人体工学的角度强行按住了自己持枪的右腕，两个灵魂的重量在同一只手臂上疯狂角力，让枪口在空中画出一道剧烈颤抖的折线。,,,,"parallel(playsfx(GunShot);bgfade(sntzm_truth(1)_7,1))",源类型=type:txt_pb; 层级=5
8,旁白,hide,,,,紧接着是双腿，只见大卫的一条大腿将他整个人朝着左侧的墙壁猛地一带，这幅被两个灵魂同时抢夺的身体就这样失去平衡地撞在蔓延的火舌之上。,,,,,源类型=type:txt_pb; 层级=6
9,旁白,hide,,,,布料瞬间被点燃，冒起呛人的黑烟。火苗在接触到活人血肉之际猛地蹿高了两尺，橘红色的光把整个房间映得如同白昼。,,,,"bgfade(sntzm_truth(1)_9,1)",源类型=type:txt_pb; 层级=7
10,旁白,hide,,,,两种不同的尖叫同时从那具身体里炸出来。一个是亚波伦尖利、扭曲的狂怒嘶吼；另一个是大卫低沉、痛苦的压抑痛吟。,,,,,源类型=type:txt_pb; 层级=8
11,旁白,hide,,,,玻璃培养罐的表面上映出两团纠缠的影子，一个在拼命向外挣扎，另一个死死地抱着他，把他往火焰深处拖拽。他们的轮廓在罐面上不断变形，宛如一幅缓慢溶解的油画。,,,,"bgfade(sntzm_truth(1)_11,1)",源类型=type:txt_pb; 层级=9
12,亚波伦,hide,,,,你这个疯子！,,,,,源类型=type:txt_Abaddon; 层级=10
13,旁白,hide,,,,亚波伦的声音被火焰烧得断断续续。,,,,,源类型=type:txt_pb; 层级=11
14,亚波伦,hide,,,,烧死我你也活不了！,,,,,源类型=type:txt_Abaddon; 层级=12
15,旁白,hide,,,,大卫没有理他。他转过头来看着你，火苗已经舔上了他右侧的肩膀，衬衫的布料在高温下卷曲发黑，但他的眼睛在这撕心裂肺的痛苦中却异常清明，连缠身的烈火此刻也化为了他驱魔的工具。,,,,"bgfade(sntzm_truth(1)_15,1)",源类型=type:txt_pb; 层级=13
16,大卫,hide,,,,这是最后的机会了亚当。开枪！否则我们一个都走不了！,,,,,源类型=type:txt_David; 层级=14
17,旁白,hide,,,,你站在原地，手举着枪，可每每想要扣下扳机之时，手指便像是灌了铅一般沉重——,,,,,源类型=type:txt_pb; 层级=15
18,旁白,hide,,,,那么多困难，那么多危险，你们都一起闯了过来。现在距离胜利只有一步之遥，返回现实的造梦舱明明就在旁边，就差那最后一步......真的要让自己最重要的同伴就这样倒在黎明之前吗？,,,,,源类型=type:txt_pb; 层级=16
19,亚波伦,hide,,,,别！亚当，咱们还有得商量。,,,,,源类型=type:txt_Abaddon; 层级=17
20,亚波伦,hide,,,,等我接管盖曼的这片意识空间......就能熄灭火势，救下大卫。这家伙不把自己的命当回事，你难道也不把他的命当回事吗？！,,,,,源类型=type:txt_Abaddon; 层级=18
21,旁白,hide,,,,等我接管盖曼的这片意识空间......就能熄灭火势，救下大卫。这家伙不把自己的命当回事，你难道也不把他的命当回事吗？！,,,,,源类型=type:txt_pb; 层级=19
22,旁白,hide,,,,他的声音里混着大卫痛苦的喘息，那语气里全然没了刚才的狂傲，只剩下被死亡吞噬前的无助与惊恐。,,,,,源类型=type:txt_pb; 层级=20
23,大卫,hide,,,,别听他鬼扯！,,,,,源类型=type:txt_David; 层级=21
24,旁白,hide,,,,大卫咬牙发出一声野兽般的怒吼，用没有被烈火吞噬的左臂艰难捡起配枪，还没来得及把枪口指向自己，又被亚波伦拉扯着燃烧的右臂一把拍飞出去。,,,,,源类型=type:txt_pb; 层级=22
25,大卫,hide,,,,你刚才说——自己和盖曼拥有相同的才智？,,,,,源类型=type:txt_David; 层级=23
26,旁白,hide,,,,大卫对着罐子开口了，声音不大，但每一个字都带着一种你从未在他脸上见过的笃定。,,,,,源类型=type:txt_pb; 层级=24
27,大卫,hide,,,,放屁！,,,,,源类型=type:txt_David; 层级=25
28,旁白,hide,,,,他对着那副扭曲的影子啐出一口血沫，嘴角勾起一丝顽劣的弧度。,,,,,源类型=type:txt_pb; 层级=26
