ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,？？？,hide,,,,Well well well......,,universfield-suspenseful-dark-atmosphere-231510,false,unlockmusic(Music22),源类型=type:txt_pb; 层级=0
2,旁白,hide,,,,只听一阵戏谑的笑声，毫无征兆地从医院的广播系统里飘了出来。伴随着扬声器的内部振动抖落了墙壁上的几粒灰尘，把那道漫不经心的语调放大了数倍，顺着墙缝钻进在场每个人的耳朵。,,,,"bgfade(sntzm_clark5_2,1)",源类型=type:txt_pb; 层级=1
3,旁白,hide,,,,,,,,,源类型=type:exeBC; 层级=2
4,？？？,hide,,,,好久没见你这么健谈了，杰森。看来你在外面交到了一些新朋友啊......,,,,,"源类型=type:txt_pb; 层级=3; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""问大卫"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
6,旁白,hide,,,,这是个中年人的嗓音，醇厚优雅之余又带着一种循循善诱的邪气，仿佛他的每一个提示，都最终通往一个恶俗的真谛。,,,,,源类型=type:txt_pb; 层级=4
7,旁白,hide,,,,克拉克条件反射式地举起枪，打算质问对方的身份。不料刚刚还勉强正常的杰森，转眼间便着了魔似得，整个人蜷成一团，在地上瑟瑟发抖。,,,,jump(10),源类型=type:txt_pb; 层级=5; gotomainline=10
5,？？？,hide,,,,真是感人至深的故事，杰森。看来你在外面交到新朋友了......,,,,,"源类型=type:txt_pb; 层级=3; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""问艾米丽"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
8,旁白,hide,,,,这是个中年人的嗓音，醇厚优雅之余又带着一种循循善诱的邪气，仿佛他的每一个提示，都最终通往一个恶俗的真谛。,,,,,源类型=type:txt_pb; 层级=4
9,旁白,hide,,,,克拉克条件反射式地举起枪，打算质问对方的身份。不料刚刚还勉强正常的杰森，转眼间便着了魔似得，将怀中的“艾米丽”丢在一边，整个人蜷成一团，在地上瑟瑟发抖。,,,,,源类型=type:txt_pb; 层级=5
10,网瘾学徒,hide,wy_bd,,,老师......,,,,"charfadein(L,1)",源类型=type:txt_Wyxt; 层级=6
