ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,,,,false,"bgfade(sntzm_david313-315(4)_1,1)",源类型=type:txt_pb; 层级=0
2,旁白,hide,,,,,,,,choice(深入探究|jump(5))&choice(视为陷阱|jump(66)),源类型=type:selectBC; 层级=1
3,旁白,hide,,,,,,,,,源类型=type:txt_pb; 层级=2
5,旁白,hide,,,,看着证件上姐姐舒展的笑颜，一股前所未有的使命感在你胸中油然而生。无论前路上的阴霾多么厚重，她永远是那个会提着摄像机，冲在第一线，用快门和录音笔带回真相的人。,,,,,源类型=type:txt_pb; 层级=3; 选项/备注=保持怀疑，或许能从中找到真相
6,旁白,hide,,,,相较于她为此付出的生命，眼前的这点迷雾又算得上什么呢？如果她宁死也要掘出的真相真的和这家医院有关，那么从她倒下的地方重新出发，便是你身为弟弟对她的灵魂最好的告慰。,,,,,源类型=type:txt_pb; 层级=4
7,旁白,hide,,,,你攥紧手中的证件，用她留下的鼓励将大脑中的恐惧强行驱离，好让它能专注于破解眼下的每一个疑点，重新变得清晰而富有条理。,,,,,源类型=type:txt_pb; 层级=5
8,你,hide,,,,真正的问题是，为什么这里会出现我们的私人物品，而我们却对这家医院的一切一无所知？,,,,,源类型=type:txt_You; 层级=6
9,旁白,hide,,,,你重新看向大卫，眼神中已褪去方才的惊讶和迷茫，只剩下被风打磨过的冷静。,,,,,源类型=type:txt_pb; 层级=7
10,大卫,hide,David_bandage,,,两种可能，要么这间病房也刚好住着一个和你颇有渊源的家伙，就像阿兰之于我那样，要么......,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=8
11,旁白,hide,David_bandage,,,他停了一拍，声音变得低沉而喑哑，像喉咙里被塞进了一团棉花。,,,,,源类型=type:txt_pb; 层级=9
12,大卫,hide,David_bandage,,,要么，我们的脑子也被人做过手脚，也许是在这里，或者在局里，否则无法解释咱们的记忆是怎么断掉一截的，而且......我现在越来越怀疑，他们选择我们仨来执行这个任务，并不是什么巧合。,,,,,源类型=type:txt_David; 层级=10
13,旁白,hide,David_bandage,,,你闭上眼睛，脑海里飞快闪过他所描述的画面——任务设局、暗室洗脑......这些抽象的可能性离你们太远了，况且人根本没法回忆起自己本就没有的记忆。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=11
14,旁白,hide,,,,但倘若住在这间病房的真的是你的某位“熟人”，至少这样的线索，是可以在现实里真实看见、乃至触碰的。,,,,,源类型=type:txt_pb; 层级=12
15,你,hide,,,,那就在周围找找，看看有没有病人的登记表，病人的身份信息一般都会贴在床头卡上，就算时间久了字迹模糊，至少也能留下些可以追溯的线索。,,,,,源类型=type:txt_You; 层级=13
16,旁白,hide,,,,你顿了顿，补充道。,,,,,源类型=type:txt_pb; 层级=14
17,你,hide,,,,动作要快，克拉克等不了我们太久。,,,,,源类型=type:txt_You; 层级=15
