ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,,,,false,choice(继续探索|jump(2))&choice(先行撤离|jump(3)),源类型=type:selectBC; 层级=0
2,旁白,hide,,,,继续探索,,the-mountain-hope-background,,unlockmusic(Music14),源类型=type:txt_pb; 层级=1
4,旁白,hide,,,,你低头重新看了看手里还沾着血的手术刀，那些医院内深埋的黑暗秘密、被当成实验品活活折磨的恐惧、还有被总部无情抛弃的处境，都在这片刻间顺着刀柄的凉意钻进你的掌心。,,,,,源类型=type:txt_pb; 层级=2
5,旁白,hide,,,,你该怕吗？当然......前方是数量未知的怪物，身后有不明势力的监视。每一步都像是在滚烫的岩浆里踱步，稍有不慎便会烧得片甲不留。然而......,,,,,源类型=type:txt_pb; 层级=3
6,姐姐,hide,,,,真相一旦露了头，就不能再让它再缩回黑暗里。,,,,,源类型=type:txt_JJ; 层级=4
7,旁白,hide,,,,自你从姐姐的日记本里看到这句话，看到她为了受害人的家属奔波的背影，看到她为此付出生命之时，同样的决心便早已深深刻入你的骨血。,,,,,源类型=type:txt_pb; 层级=5
8,旁白,hide,,,,况且若真的如夜莺所说，你们身后的路早已被人切断。那么便破釜沉舟，才能寻得生机。,,,,,源类型=type:txt_pb; 层级=6
9,你,hide,,,,少瞧不起人了，你们一个个地都冲在前面当英雄，留下我一个人当逃兵，世上哪有这么划算的买卖。,,,,,源类型=type:txt_You; 层级=7
10,旁白,hide,,,,你将手术刀别到腰间，刀口直指洞口那片浓得化不开的黑暗。手指轻放于大卫的肩膀，无声地传达着你的支持。,,,,,源类型=type:txt_pb; 层级=8
11,旁白,hide,,,,这一刻，你仿佛看到姐姐的白裙在月光下随风舞动，脸上温柔的笑颜一如往昔，朝着你和大卫的方向颔首致意。,,,,"bgfade(sntzm_david4_11,1)",源类型=type:txt_pb; 层级=9
12,旁白,hide,,,,有那么一瞬间，你多么希望眼前的这一切也是那该死幻觉的一部分。这样，你就能让自己短暂地沉入那须臾的幻梦之中，哪怕只是片刻，也能再次触碰那已逝的时光，重温那些被岁月尘封却依然鲜活的记忆。,,,,,源类型=type:txt_pb; 层级=10
13,旁白,hide,,,,但比起追逐往日的美好虚影，守护身边这个实实在在的，看得见摸得着的同伴，才是此时此刻需要把握的真实。,,,,"bgfade(sntzm_david3_81,1)",源类型=type:txt_pb; 层级=11
14,旁白,hide,,,,如果是她的话，一定会这么说吧。,,,,,源类型=type:txt_pb; 层级=12
15,你,hide,,,,这一次，我们三个，要一个不少地离开这里，带着真相一起。,,,,"bgfade(sntzm_main3_37,1)",源类型=type:txt_You; 层级=13
16,旁白,hide,,,,听到你这句斩钉截铁的承诺，大卫赤色的瞳孔在黑暗中猛地闪烁了两下，涌动的泪花被他强行压制下去，转化为了继续前进的坚定决心。,,,,,源类型=type:txt_pb; 层级=14
17,大卫,hide,David_bandage,,,......不愧是和我搭伙了四年的兄弟，一把年纪了，还像个年轻人一样喜欢胡闹。,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=15
18,旁白,hide,David_bandage,,,他轻轻拍开你搭在肩上的手，眼神中却多了一份男人间纯粹的认可与欣赏。,,,,,源类型=type:txt_pb; 层级=16
19,大卫,hide,David_bandage,,,那就机灵点，不要被这鬼地方的亡魂们吞噬了。要是让克拉克看到我们狼狈的蠢样，我可饶不了你。,,,,,源类型=type:txt_David; 层级=17
20,旁白,hide,David_bandage,,,你轻笑着点头应下，随即打开手电，沿着一旁的楼梯口向上走去。木质的楼梯已经在经年累月的潮气里泡得发酥，每一步踩上去都发出吱呀的呻吟，像是在替脚下的亡魂们伸冤。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=18
21,旁白,hide,,,,温热的夜风顺着破碎的窗洞灌了进来，卷着树叶拂动时的轻响擦过你的耳侧，腰间那把手术刀的凉意隔着布料蹭着你的腰，时刻提醒着你这趟旅程绝无回头的可能。,,,,,源类型=type:txt_pb; 层级=19
93,旁白,hide,,,,（未完待续）,,stop,,,源类型=type:txt_pb; 层级=20; [ToBeContinued]
3,旁白,hide,,,,先行撤离,,suspense-tension-background-music,,unlockmusic(Music15),源类型=type:txt_pb; 层级=1
22,旁白,hide,,,,你的指尖无意识地蹭过刀柄上冰冷的钢材，脑海中不自觉地浮现出那只怪物狰狞的脸庞。理性告诉你，贸然前进无异于拿命赌博.,,,,,源类型=type:txt_pb; 层级=2
23,旁白,hide,,,,相反.......哪怕与总部的联系已经切断，只要能逃到外面，总有办法联络来更多的人手。,,,,,源类型=type:txt_pb; 层级=3
24,你,hide,,,,你没必要去冒这个险，大卫。,,,,,源类型=type:txt_You; 层级=4
25,旁白,hide,,,,你平静地说道，仿佛只是在陈述一件再普通不过的事实。,,,,,源类型=type:txt_pb; 层级=5
26,旁白,hide,,,,方才悬殊的战力差距已经说明了一切，若这栋阴森的建筑里还藏了十多个这样的怪物，纵使多么悍不畏死的决心，也只能沦为它们利爪下的牺牲品。,,,,"bgfade(sntzm_main3_37,1)",源类型=type:txt_pb; 层级=6
27,你,hide,,,,就算车开不走，后备箱里也还留着一颗信号弹，以及足够我们支撑一周的压缩干粮。,,,,,源类型=type:txt_You; 层级=7
28,你,hide,,,,只要来到外面开阔的地带发射信号弹，纵使有信号干扰联系不上警员......,,,,,源类型=type:txt_You; 层级=8
29,大卫,hide,David_bandage,,,不......,,,,"charfadein(L,1)",源类型=type:txt_David; 层级=9
30,旁白,hide,David_bandage,,,他斩钉截铁地否认了你的观点。,,,,,源类型=type:txt_pb; 层级=10
31,大卫,hide,David_bandage,,,我们不能依赖警察，尤其是地方上的这批条子。,,,,,源类型=type:txt_David; 层级=11
32,大卫,hide,David_bandage,,,如果他们真的靠得住的话，当初进来处理这场大火的时候，真相就应该水落石出了。,,,,,源类型=type:txt_David; 层级=12
33,大卫,hide,David_bandage,,,看看这里，亚当......,,,,,源类型=type:txt_David; 层级=13
34,旁白,hide,David_bandage,,,他环视四周，目光依次扫过空落落的病房和布满碎玻璃的走廊。,,,,,源类型=type:txt_pb; 层级=14
35,大卫,hide,David_bandage,,,别说尸体，就连半片完好的纸张都没有留下.,,,,,源类型=type:txt_David; 层级=15
36,大卫,hide,David_bandage,,,他们早就搜查过这里，却没有立案......就连FBI的机密文件里也从未提到过那些怪物的存在，它们难道还能是从地里凭空种出来的？,,,,,源类型=type:txt_David; 层级=16
37,旁白,hide,David_bandage,,,说完，他的声音弱了下来，方才那股孤注一掷的火气渐渐落下去，只留下沉甸甸的疲惫与一种近乎麻木的坚持。那是岁月和经验在他身上留下的痕迹——不是身体变老，而是心在世事的磨难中渐渐生了一层锈。,,,,,源类型=type:txt_pb; 层级=17
38,大卫,hide,David_bandage,,,我已经服役了快10年了，小子。见过的黑暗比你吃过的面包还多，当我接到这个处处都不太对劲的任务的时候，心里就多少已经做好被利用和出卖的准备了。,,,,,源类型=type:txt_David; 层级=18
39,大卫,hide,David_bandage,,,我知道你想活着出去，换作四年前刚认识你的时候，我肯定第一个拽着你往门口跑。但现在我明白了，有些东西你不彻底刨出来，就算逃到天涯海角，它早晚也会找上门把你拖回泥里。,,,,,源类型=type:txt_David; 层级=19
40,旁白,hide,David_bandage,,,他叹了口气，没有再试图把你挽留或说服，而是抛给你一颗子弹。,,,,,源类型=type:txt_pb; 层级=20
41,大卫,hide,David_bandage,,,如果还是想走的话，就别在这儿婆婆妈妈的了。我可以留你一发子弹，但别指望我会送你到大门口。,,,,,源类型=type:txt_David; 层级=21
42,旁白,hide,David_bandage,,,你看着那枚带着他体温的子弹，表面的划痕在后天手工的打磨下构成一个歪歪扭扭的“L”，代表“lucky”的首字母，正好和你们的制式手枪适配。,,,,"bgfade(sntzm_david4_42,1)",源类型=type:txt_pb; 层级=22
43,大卫,hide,David_bandage,,,别小看它，这可是救了老子一命的“幸运子弹”，用它的话，保不准就能打中那些喜欢蛇皮走位的怪物了。,,,,,源类型=type:txt_David; 层级=23
44,你,hide,David_bandage,,,你怎么不带着它？,,,,,源类型=type:txt_You; 层级=24
45,大卫,hide,David_bandage,,,啧......九死一生的任务，多这点运气也只是白白浪费，分点儿给你这种倒霉蛋，刚刚好。,,,,,源类型=type:txt_David; 层级=25
