ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,旁白,hide,,,,,,,false,"bgfade(sntzm_david4F(3)_1,1)",源类型=type:exeBC; 层级=0
2,亚波伦,hide,Abaddon_default,,,开门见山是个好习惯，格莱特探员，尤其是在这种......我们双方的时间都并不宽裕的场景下。,,,,"charfadein(L,1)","源类型=type:txt_Abaddon; 层级=1; wherelist={""wheretype"":""2"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""无视飞蛾（克拉克）"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
5,你,hide,Abaddon_default,,,什么意思？,,,,"charfadeout(L,1)",源类型=type:txt_You; 层级=2
6,旁白,hide,,,,你赶紧盯了眼手机上的时间，电子指示器上数字停在22:35分的位置，乍一看似乎并没有什么特别要紧的事件。,,,,,源类型=type:txt_pb; 层级=3
7,旁白,hide,,,,克拉克则一脸紧绷地检查着随身携带的各种仪器，仪表上的读数并无异常升高，但正是这种看不见摸不着的阴谋，让他更加警惕其中潜在的危险性。,,,,,源类型=type:txt_pb; 层级=4
8,旁白,hide,,,,“噗呲......”,,,,,源类型=type:txt_pb; 层级=5
9,旁白,hide,,,,只见两侧监控屏幕中央忽然泛起一阵短促的波动，从花白的闪频逐渐还原为清晰的画面。左侧是医院某层的外侧楼道，右侧则是你们不久前刚刚通过的楼梯口。,,,,"bgfade(sntzm_david4F(3)_28,1)",源类型=type:txt_pb; 层级=6
10,你,hide,,,,？,,,,,源类型=type:txt_You; 层级=7
11,旁白,hide,,,,没等你来得及发出一句疑问，两张屏幕上便各自闪出一只人影，它们就像后台准备就绪的演员，在观众目光就位的那一刻准时出现在属于自己的位置——,,,,,源类型=type:txt_pb; 层级=8
12,旁白,hide,,,,左侧的屏幕上人影只有小小的一只，在偏低的分辨率下看得有些不太真切。,,,,,源类型=type:txt_pb; 层级=9
56,旁白,hide,,,,,,,,,源类型=type:exeBC; 层级=10
13,旁白,hide,,,,直到它拖着一瘸一拐的步子走入月光的那一刻，那张失去双眼的，属于孩子的小脸，才在黑色兜帽的下缘露出一小块写满痛苦的轮廓。,,,,"bgfade(sntzm_clark4F(3)_13,1)","源类型=type:txt_pb; 层级=11; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""开枪"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
14,克拉克,hide,Clark_default,,,杰森？,,,,"charfadein(L,1)",源类型=type:txt_Clark; 层级=12
15,旁白,hide,Clark_default,,,话音刚落，画面中的男孩像是隔空受到他的召唤一般，朝着楼梯口的方向迈开双腿，直奔这个房间而来。,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=13
16,旁白,hide,,,,他肩部那道被你打穿的枪伤还在不断往外渗着血，随着前进的脚步一滴滴地洒落在铺满满月光的走廊上，每一滴鲜血都映着你开枪时那张无情的脸。,,,,,源类型=type:txt_pb; 层级=14
17,旁白,hide,,,,你感觉自己扣在扳机上的手指有些发麻，像是刚从触电的痉挛中恢复。名为愧疚的情绪像野草般爬满了你的整个胸腔，每一次跳动都在提醒着你当时扣下扳机时那个冰冷的脆响。,,,,,源类型=type:txt_pb; 层级=15
18,旁白,hide,,,,,,,,,源类型=type:exeBC; 层级=16
19,旁白,hide,,,,但此刻，你并没有太多时间去为当初的选择而后悔。因为另一侧的屏幕上，一只同样苍白，却有着成年身形的，身穿病服的怪物。也沿着三层的楼梯，一步步地朝着你们所在的房间接近。,,,,"bgfade(sntzm_clark4F(3)_19,1)","源类型=type:txt_pb; 层级=17; wherelist={""wheretype"":""1"",""wheredatas"":[{""sortnum"":""1"",""way"":""="",""conditions"":[{""algorithm"":""+"",""valuetype"":""4"",""valuekey"":"""",""valuedata"":""端详飞蛾（克拉克）"",""dowlist4"":[]}],""targets"":[{""algorithm"":""+"",""valuetype"":""1"",""valuekey"":"""",""valuedata"":""1"",""dowlist4"":[]}]}]}"
21,克拉克,hide,Clark_default,,,他们都是被你控制的病人？你这头禽兽，居然连小孩子都不放过。,,,,"charfadein(L,1)",源类型=type:txt_Clark; 层级=18
30,旁白,hide,Clark_default,,,克拉克咬牙切齿地咒骂道，以大卫作为人质进行要挟的行为本就已经让这名年轻的警官极为愤怒.......,,,,"charfadeout(L,1)",源类型=type:txt_pb; 层级=19
31,旁白,hide,,,,再一想到那个不满18岁便遭到残酷改造，一度出现精神癔症，甚至被拖进犯罪伸冤的孩子，他便忍不住想要用手中的配枪将这头玩世不恭的恶魔就地正法。,,,,,源类型=type:txt_pb; 层级=20
32,亚波伦,hide,Abaddon_default,,,控制？这个词用的实在有失水准，海尔特探员。曾经，的确有人要求我做这样的事情——把这些病人当成可以随意摆弄的木偶，把他们的脑子拆开，再往里面塞满火药和弹片......,,,,"charfadein(L,1)",源类型=type:txt_Abaddon; 层级=21
33,克拉克,hide,Abaddon_default,,Clark_default,那你还狡辩什么.....,,,,"charfadein(R,1)",源类型=type:txt_Clark; 层级=22
