ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1,大卫//亚波伦,hide,,,,以免让那个大块头坏了我的好事，他太喜欢按规矩办事了不是吗？不像你，只需要撒一些名为真相的诱人的饵，就会像飞蛾扑火那样盲目地扑上来，就和你那个为了真相而死的姐姐一样。,,,false,"bgfade(sntzm_ending3_21,1)",源类型=type:txt_DVABL; 层级=0
2,你,hide,,,,！,,,,,源类型=type:txt_You; 层级=1
3,旁白,hide,,,,你感觉浑身的血液都燃烧了起来，按在腰侧枪柄上的指尖几乎触电似得就要往上拔，但腰间冰凉的触感却顷刻间熄灭了这份新燃起的燥热。,,,,,源类型=type:txt_pb; 层级=2
4,旁白,hide,,,,即使对于一个没有摸过枪的新手而言，在让你冲动拔枪和射烂你的内脏之间，只隔着一个脆弱的扳机。,,,,,源类型=type:txt_pb; 层级=3
5,你,hide,,,,你怎么会知道我的事情？！,,,,,源类型=type:txt_You; 层级=4
6,大卫//亚波伦,hide,,,,事实上我知道你们所有人的事情，无论是在被洗脑之前，还是洗脑之后......你们所有的记忆都储存在纳丁达克垂涎已久的盖亚之心里。,,,,,源类型=type:txt_DVABL; 层级=5
7,旁白,hide,,,,他的枪口轻轻地向前推了一下，像是在逼迫你直面这残酷的事实。,,,,,源类型=type:txt_pb; 层级=6
8,大卫//亚波伦,hide,,,,你以为自己在哪里？在圣诺汀医院？在一个废弃的精神病院里挖宝？,,,,,源类型=type:txt_DVABL; 层级=7
9,大卫//亚波伦,hide,,,,得了吧，亚当。如果这一切是真的，那给你们下达命令的那群人，早就把这里的一切搬空了。,,,,,源类型=type:txt_DVABL; 层级=8
10,旁白,hide,,,,这一切是真的？简单的六个字像六根带刺的冰锥般钻进了你的思绪，字里行间的暗示让你浑身发冷——如果不是真的，还能是假的吗？,,,,,源类型=type:txt_pb; 层级=9
11,大卫//亚波伦,hide,,,,你们所在的地方自始至终都只有一个——盖曼的大脑。盖亚之心从来不是什么具象化的科技设备，而是储存在盖曼脑子里，那些纳丁达克想要却无从下手的宝贵知识。,,,,,源类型=type:txt_DVABL; 层级=10
12,大卫//亚波伦,hide,,,,你们所在的地方自始至终都只有一个——盖曼的大脑。盖亚之心从来不是什么具象化的科技设备，而是储存在盖曼脑子里，那些纳丁达克想要却无从下手的宝贵知识。,,,,,源类型=type:txt_DVABL; 层级=11
13,旁白,hide,,,,“记者？！”,,,,,源类型=type:txt_pb; 层级=12
14,旁白,hide,,,,你发觉自己的心脏因为这个词的出现停跳了一拍，这是姐姐曾经的职业，也是她从楼顶坠落的根源。你曾经恐惧它、憎恶它、也同时向往过它，却从未想过自己有朝一日会踏上和她相同的道路。,,,,,源类型=type:txt_pb; 层级=13
15,旁白,hide,,,,但亚波伦却没有顺理成章地谈及你的过去，而是把嘴凑到你耳边，用只有你能听见的气息音，慢悠悠吐出一句让你浑身发冷的耳语。,,,,,源类型=type:txt_pb; 层级=14
16,大卫//亚波伦,hide,,,,现在你知道我为什么要“借用”你同伴的身体了吗？因为他有一具和你们一样，能在现实里醒来的年轻肉身，而不是一颗被人挖出来泡在营养液里的大脑。,,,,,源类型=type:txt_DVABL; 层级=15
17,大卫//亚波伦,hide,,,,至于这里......,,,,,源类型=type:txt_DVABL; 层级=16
18,旁白,hide,,,,他停顿了一下，满意地看着由这番言语散播的恐惧一点点浸透你的每一寸骨头，然后才恰到好处地补上这最后一击。,,,,,源类型=type:txt_pb; 层级=17
19,大卫//亚波伦,hide,,,,这里是由意识编织出来的牢笼，是盖曼的梦境——名为圣诺汀的梦境。,,,,,源类型=type:txt_DVABL; 层级=18
20,旁白,hide,,,,你感觉自己的呼吸开始变浅。不，不是呼吸在变浅——是周围的空间在变薄。像是有什么东西正在从这张画面背后慢慢透出来，把那些你一直以为真实的轮廓，一层一层地剥开。,,,,,源类型=type:txt_pb; 层级=19
21,你,hide,,,,你撒谎！,,,,,源类型=type:txt_You; 层级=20
22,旁白,hide,,,,你听到自己的声音本能地反驳着他的言论，这份对现实幻灭的抗拒、这份对你认知中的真实的坚守，一时间竟胜过了对眼前枪口的生理性恐惧。,,,,,源类型=type:txt_pb; 层级=21
23,大卫//亚波伦,hide,,,,抗拒是正常的，亚当。毕竟谁愿意相信自己好几年的FBI服役生涯，实际都是纳丁达克用造梦技术打造的虚假记忆？但他们既然能用类似的手段对付我，又凭什么不能为了相似的目的利用你们呢？,,,,,源类型=type:txt_DVABL; 层级=22
